0,"Logic is the beginning of wisdom, not the end.” — Spock"
0,“Highly illogical.” — Spock
0,“You can use logic to justify almost anything. That’s its power. And it’s flaw.” — Captain Cathryn Janeway
0," “I fail to comprehend your indignation, sir. I have simply made the logical deduction that you are a liar” — Spock"
0," “You may find that having is not so pleasing a thing as wanting. This is not logical, but it is often true. — Spock"
0,“I canna’ change the laws of physics.” — Montgomery “Scotty” Scott
0,"“I realize that command does have its fascination, even under circumstances such as these, but I neither enjoy the idea of command nor am I frightened of it. It simply exists, and I will do whatever logically needs to be done.” — Spock"
0,"“Live long, and prosper.” — Spock"
0, “Things are only impossible until they’re not.” — Captain Kirk
0, “Insufficient facts always invite danger.” — Spock
0, “Change is the essential process of all existence.”— Spock
0, “Without freedom of choice there is no creativity.” — Captain Kirk
0," “In critical moments, men sometimes see exactly what they wish to see.” — Spock"
0, “One man cannot summon the future.” — Spock
0, “But one man can change the present!” — Captain Kirk
0, “The prejudices people feel about each other disappear when they get to know each other.” — Captain Kirk
0," “If we’re going to be damned, let’s be damned for what we really are.” — Jean-Luc Picard"
0," “Without followers, evil cannot spread.” — Spock"
0," “Curious, how often you humans manage to obtain that which you do not want.”— Spock"
0, “A species that enslaves other beings is hardly superior — mentally or otherwise.” — Captain Kirk
0, “Evil does seek to maintain power by suppressing the truth.” — Spock
0, “A lie is a very poor way to say hello.” – Edith Keeler
0,"“Time is fluid…like a river with currents, eddies, backwash.” — Spock"
0," “When governments murder those who speak the truth, it is time to get new governments.”  ― Diane Duane"
0, “Time is the fire in which we burn.” ― Malcolm McDowell J. M. Dillard
0," “If there are self-made purgatories, then we all have to live in them.”— Spock"
0, “… The needs of the many outweigh the needs of the few.” — Spock
0, “It is possible to commit no errors and still lose. That is not a weakness. That is life.” — Jean-Luc Picard
0, “It is the lot of ‘man’ to strive no matter how content he is.” — Spock
0," “There is a way out of every box, a solution to every puzzle; it’s just a matter of finding it.” — Jean-Luc Picard"
0," “A man either lives life as it happens to him, meets it head-on and licks it, or he turns his back on it and starts to wither away.” — Dr. Boyce"
0, “Live now; make now always the most precious time. Now will never come again.” — Jean-Luc Picard
0,"“With the first link, the chain is forged. The first speech censored, the first thought forbidden, the first freedom denied, chains us all irrevocably.” — Jean-Luc Picard"
0," “Our species can only survive if we have obstacles to overcome. You remove those obstacles. Without them to strengthen us, we will weaken and die.” — Captain James T. Kirk"
0,"“Perhaps man wasn’t meant for paradise. Maybe he was meant to claw, to scratch all the way.” — Captain James T. Kirk"
0,"“You know the greatest danger facing us is ourselves, and irrational fear of the unknown. There is no such thing as the unknown. Only things temporarily hidden, temporarily not understood.” — Captain James T. Kirk"
0,"“Now, I don’t pretend to tell you how to find happiness and love, when every day is a struggle to survive. But I do insist that you do survive, because the days and the years ahead are worth living for!” — Edith Keeler"
0, “To survive is not enough. To simply exist… is not enough!” – Roga Danar
0," “It’s not safe out here. It’s wondrous, with treasures to satiate desires both subtle and gross; but it’s not for the timid.” ― Q"
0," “Your will to survive, your love of life, your passion to know … Everything that is truest and best in all species of beings has been revealed to you. Those are the qualities that make a civilization worthy to survive.” ― Lai the Vian"
0,You might also like these memorable Supernatural quotes about light and darkness.
0, “Compassion: that’s the one things no machine ever had. Maybe it’s the one thing that keeps men ahead of them.” — Dr. McCoy
0,"“We prefer to help ourselves. We make mistakes, but we’re human–and maybe that’s the word that best explains us.” — Captain James T. Kirk"
0,"“Improve a mechanical device and you may double productivity. But improve man, you gain a thousandfold.” — Khan Noonien Singh"
0, “I am pleased to see that we have differences. May we together become greater than the sum of both of us.” — Surak
0,"“Computers make excellent and efficient servants, but I have no wish to serve under them.” — Spock"
0, “To boldly go where no man has gone before.” — Captain James T. Kirk
0,"“To all mankind — may we never find space so vast, planets so cold, heart and mind so empty that we cannot fill them with love and warmth”. — Garth"
0,“Humans do have an amazing capacity for believing what they choose — and excluding that which is painful.” — Spock
0,“Pain is a thing of the mind. The mind can be controlled.” — Spock
0," “Improve a mechanical device and you may double productivity. But improve man, you gain a thousandfold.”— Khan Noonian Singh"
0,“To be human is to be complex. You can’t avoid a little ugliness — from within — and from without.” — Captain James T. Kirk
1,Your eyes can deceive you; don’t trust them. – Obi-wan KenobiDo—
1,do or do not. There is no try. – Yoda
1,"In my experience, there’s no such thing as luck. – Obi-wan Kenobi"
1,Never tell me the odds. – Han Solo
1,"Luminous beings are we, not this crude matter. – Obi-wan Kenobi"
1,"Once you start down the dark path, forever will it dominate your destiny. – Yoda"
1,Your focus determines your reality. – Qui-Gon JinnI
1,find your lack of faith disturbing. – Darth Vader
1,Let go of your hate. – Luke Skywalker
1,"Fear leads to anger, anger leads to hate, hate leads to suffering. – Yoda"
1,I was not elected to watch my people suffer and die while you discuss this invasion in a committee. – Queen Amidala
1,"In a dark place we find ourselves, and a little more knowledge lights our way. – Yoda"
1,There’s always a bigger fish. – Qui-gon Jinn
1,"Who’s the more foolish; the fool, or the fool who follows him? – Obi-wan Kenobi"
1,"Keep your concentration here and now, where it belongs. – Qui-Gon Jinn"
1,"This is a new day, a new beginning. – Ahsoka Tano"
1,"Compassion, which I would define as unconditional love, is essential to a Jedi’s life. So you might say that we are encouraged to love. – Anakin Skywalker"
1,The fear of loss is a path to the dark side. – Yoda
1,"Great, kid. Don’t get cocky. – Han Solo"
1,So this is how liberty dies… with thunderous applause. – Queen Amidala
1,Mind tricks don’t work on me. – Watto
1,The Force will be with you. Always. – Obi-Wan Kenobi
1,"You were my brother, Anakin. I loved you. – Obi-Wan Kenobi"
1,"I’ll never turn to the dark side. You’ve failed, your highness. I am a Jedi, like my father before me. – Luke Skywalker"
1,"Just for once, let me look on you with my own eyes. – Anakin Skywalker"
